year,unitid,instnm,carnegie,stabbr,addr,city,control,lat,lon,total
2006,207342,university of oklahoma health sciences center,52,ok,1100 n lindsay,oklahoma city,1,35.475655,-97.50084,265
2007,207342,university of oklahoma health sciences center,52,ok,1100 n lindsay,oklahoma city,1,35.475655,-97.50084,303
2008,207342,university of oklahoma health sciences center,52,ok,1100 n lindsay,oklahoma city,1,35.475655,-97.50084,396
2009,207342,university of oklahoma health sciences center,52,ok,1100 n lindsay,oklahoma city,1,35.475655,-97.50084,426
2010,207342,university of oklahoma health sciences center,52,ok,1100 n lindsay,oklahoma city,1,35.475657,-97.500757,603
2011,207342,university of oklahoma health sciences center,52,ok,1100 n lindsay,oklahoma city,1,35.47928,-97.496289,572
2012,207342,university of oklahoma health sciences center,52,ok,1100 n lindsay,oklahoma city,1,35.47928,-97.496289,360
2013,207342,university of oklahoma-health sciences center,52,ok,1100 n lindsay,oklahoma city,1,35.47928,-97.496289,338
2014,207342,university of oklahoma-health sciences center,52,ok,1100 n lindsay,oklahoma city,1,35.47928,-97.496289,306
2015,207342,university of oklahoma-health sciences center,52,ok,1100 n lindsay,oklahoma city,1,35.47928,-97.496289,283
2016,207342,university of oklahoma-health sciences center,52,ok,1100 n lindsay,oklahoma city,1,35.47928,-97.496289,296
2017,207342,university of oklahoma-health sciences center,52,ok,1105 stonewall ave,oklahoma city,1,35.47928,-97.496289,300
2018,207342,university of oklahoma-health sciences center,52,ok,1105 stonewall ave,oklahoma city,1,35.47928,-97.496289,298
2019,207342,university of oklahoma-health sciences center,52,ok,1105 stonewall ave,oklahoma city,1,35.47928,-97.496289,287
2020,207342,university of oklahoma-health sciences center,52,ok,1105 stonewall ave,oklahoma city,1,35.47928,-97.496289,313
2021,207342,university of oklahoma-health sciences center,52,ok,1105 stonewall ave,oklahoma city,1,35.47928,-97.496289,318
2022,207342,university of oklahoma-health sciences center,52,ok,1105 stonewall ave,oklahoma city,1,35.47928,-97.496289,297
2023,207342,university of oklahoma-health sciences center,52,ok,"1105 stonewall ave, ste 221",oklahoma city,1,35.47928,-97.496289,343
2002,207351,oklahoma panhandle state university,32,ok,323 eagle ave,goodwell,1,36.595375,-101.630295,3
2005,207351,oklahoma panhandle state university,32,ok,323 eagle ave,goodwell,1,36.595375,-101.630295,10
2006,207351,oklahoma panhandle state university,32,ok,323 eagle ave,goodwell,1,36.595375,-101.630295,9
2007,207351,oklahoma panhandle state university,32,ok,323 eagle ave,goodwell,1,36.595375,-101.630295,12
2008,207351,oklahoma panhandle state university,32,ok,323 eagle ave,goodwell,1,36.595375,-101.630295,11
2009,207351,oklahoma panhandle state university,32,ok,323 eagle ave,goodwell,1,36.595375,-101.630295,11
2010,207351,oklahoma panhandle state university,32,ok,323 eagle ave,goodwell,1,36.595352,-101.630261,20
2011,207351,oklahoma panhandle state university,32,ok,323 eagle ave,goodwell,1,36.594518,-101.638488,34
2012,207351,oklahoma panhandle state university,32,ok,323 eagle ave,goodwell,1,36.594518,-101.638488,26
2013,207351,oklahoma panhandle state university,32,ok,323 eagle ave,goodwell,1,36.594518,-101.638488,42
2014,207351,oklahoma panhandle state university,32,ok,323 eagle ave,goodwell,1,36.594518,-101.638488,45
2015,207351,oklahoma panhandle state university,32,ok,323 eagle ave,goodwell,1,36.594518,-101.638488,59
2016,207351,oklahoma panhandle state university,32,ok,323 eagle ave,goodwell,1,36.594518,-101.638488,38
2017,207351,oklahoma panhandle state university,32,ok,323 eagle ave,goodwell,1,36.594518,-101.638488,54
2018,207351,oklahoma panhandle state university,32,ok,323 eagle ave,goodwell,1,36.594518,-101.638488,50
2019,207351,oklahoma panhandle state university,32,ok,323 eagle ave,goodwell,1,36.594518,-101.638488,110
2020,207351,oklahoma panhandle state university,32,ok,323 eagle ave,goodwell,1,36.594518,-101.638488,109
2021,207351,oklahoma panhandle state university,32,ok,323 eagle ave,goodwell,1,36.594518,-101.638488,125
2022,207351,oklahoma panhandle state university,32,ok,323 eagle ave,goodwell,1,36.594518,-101.638488,157
2023,207351,oklahoma panhandle state university,32,ok,323 eagle ave,goodwell,1,36.594518,-101.638488,155
2018,207388,oklahoma state university-main campus,15,ok,107 whitehurst,stillwater,1,36.123085,-97.069743,7
2019,207388,oklahoma state university-main campus,15,ok,107 whitehurst,stillwater,1,36.123085,-97.069743,16
2020,207388,oklahoma state university-main campus,15,ok,107 whitehurst,stillwater,1,36.123085,-97.069743,17
2021,207388,oklahoma state university-main campus,15,ok,107 whitehurst,stillwater,1,36.123085,-97.069743,23
2022,207388,oklahoma state university-main campus,15,ok,107 whitehurst,stillwater,1,36.123085,-97.069743,17
2023,207388,oklahoma state university-main campus,15,ok,107 whitehurst,stillwater,1,36.123085,-97.069743,20
2002,207403,oklahoma baptist university,32,ok,500 w university,shawnee,2,35.359108,-96.929856,18
2003,207403,oklahoma baptist university,32,ok,500 w university,shawnee,2,35.359108,-96.929856,16
2004,207403,oklahoma baptist university,32,ok,500 w university,shawnee,2,35.359108,-96.929856,23
2005,207403,oklahoma baptist university,32,ok,500 w university,shawnee,2,35.359108,-96.929856,21
2006,207403,oklahoma baptist university,32,ok,500 w university,shawnee,2,35.359108,-96.929856,35
2007,207403,oklahoma baptist university,32,ok,500 w university,shawnee,2,35.359108,-96.929856,46
2008,207403,oklahoma baptist university,32,ok,500 w university,shawnee,2,35.359108,-96.929856,30
2009,207403,oklahoma baptist university,32,ok,500 w university,shawnee,2,35.359108,-96.929856,41
2010,207403,oklahoma baptist university,32,ok,500 w university,shawnee,2,35.359152,-96.929841,48
2011,207403,oklahoma baptist university,32,ok,500 w university,shawnee,2,35.359949,-96.934334,40
2012,207403,oklahoma baptist university,32,ok,500 w university,shawnee,2,35.359949,-96.934334,42
2013,207403,oklahoma baptist university,32,ok,500 w university,shawnee,2,35.359949,-96.934334,35
2014,207403,oklahoma baptist university,32,ok,500 w university,shawnee,2,35.359949,-96.934334,41
2015,207403,oklahoma baptist university,32,ok,500 w university,shawnee,2,35.359949,-96.934334,32
2016,207403,oklahoma baptist university,32,ok,500 w university,shawnee,2,35.359949,-96.934334,25
2017,207403,oklahoma baptist university,32,ok,500 w university,shawnee,2,35.360492,-96.932459,26
2018,207403,oklahoma baptist university,32,ok,500 w university,shawnee,2,35.360492,-96.932459,33
2019,207403,oklahoma baptist university,32,ok,500 w university,shawnee,2,35.360492,-96.932459,33
2020,207403,oklahoma baptist university,32,ok,500 w university,shawnee,2,35.360492,-96.932459,37
2021,207403,oklahoma baptist university,32,ok,500 w university,shawnee,2,35.360492,-96.932459,48
2022,207403,oklahoma baptist university,32,ok,500 w university,shawnee,2,35.360492,-96.932459,38
2023,207403,oklahoma baptist university,32,ok,500 w university,shawnee,2,35.360492,-96.932459,33
2002,207458,oklahoma city university,21,ok,2501 n blackwelder,oklahoma city,2,35.494332,-97.538804,23
2003,207458,oklahoma city university,21,ok,2501 n blackwelder,oklahoma city,2,35.494332,-97.538804,25
2004,207458,oklahoma city university,21,ok,2501 n blackwelder,oklahoma city,2,35.494332,-97.538804,32
2005,207458,oklahoma city university,21,ok,2501 n blackwelder,oklahoma city,2,35.494332,-97.538804,40
2006,207458,oklahoma city university,21,ok,2501 n blackwelder,oklahoma city,2,35.494332,-97.538804,65
2007,207458,oklahoma city university,21,ok,2501 n blackwelder,oklahoma city,2,35.494332,-97.538804,56
2008,207458,oklahoma city university,21,ok,2501 n blackwelder,oklahoma city,2,35.494332,-97.538804,109
2009,207458,oklahoma city university,21,ok,2501 n blackwelder,oklahoma city,2,35.494332,-97.538804,104
2010,207458,oklahoma city university,21,ok,2501 n blackwelder,oklahoma city,2,35.494343,-97.538823,119
2011,207458,oklahoma city university,21,ok,2501 n blackwelder,oklahoma city,2,35.495271,-97.541242,122
2012,207458,oklahoma city university,21,ok,2501 n blackwelder,oklahoma city,2,35.495271,-97.541242,146
2014,207458,oklahoma city university,21,ok,2501 n blackwelder,oklahoma city,2,35.495271,-97.541242,178
2015,207458,oklahoma city university,21,ok,2501 n blackwelder,oklahoma city,2,35.495271,-97.541242,138
2016,207458,oklahoma city university,21,ok,2501 n blackwelder,oklahoma city,2,35.495271,-97.541242,176
2017,207458,oklahoma city university,21,ok,2501 n blackwelder,oklahoma city,2,35.495271,-97.541242,172
2018,207458,oklahoma city university,21,ok,2501 n blackwelder,oklahoma city,2,35.495271,-97.541242,174
2002,207582,oral roberts university,21,ok,7777 s lewis,tulsa,2,36.050933472006,-95.957791297168,15
2003,207582,oral roberts university,21,ok,7777 s lewis,tulsa,2,36.050933472006,-95.957791297168,24
2004,207582,oral roberts university,21,ok,7777 s lewis,tulsa,2,36.050933472006,-95.957791297168,27
2005,207582,oral roberts university,21,ok,7777 s lewis,tulsa,2,36.050933472006,-95.957791297168,24
2006,207582,oral roberts university,21,ok,7777 s lewis,tulsa,2,36.050933472006,-95.957791297168,27
2007,207582,oral roberts university,21,ok,7777 s lewis,tulsa,2,36.050933472006,-95.957791297168,38
2008,207582,oral roberts university,21,ok,7777 s lewis ave.,tulsa,2,36.050911,-95.957688,38
2009,207582,oral roberts university,21,ok,7777 s lewis ave.,tulsa,2,36.050911,-95.957688,22
2010,207582,oral roberts university,21,ok,7777 s lewis ave.,tulsa,2,36.050927,-95.957665,36
2011,207582,oral roberts university,21,ok,7777 s lewis ave.,tulsa,2,36.050705,-95.954215,22
2012,207582,oral roberts university,21,ok,7777 s lewis ave.,tulsa,2,36.050705,-95.954215,37
2013,207582,oral roberts university,21,ok,7777 s lewis ave.,tulsa,2,36.050705,-95.954215,48
2014,207582,oral roberts university,21,ok,7777 s lewis ave.,tulsa,2,36.050705,-95.954215,55
2015,207582,oral roberts university,21,ok,7777 s lewis ave.,tulsa,2,36.050705,-95.954215,41
2016,207582,oral roberts university,21,ok,7777 s lewis ave.,tulsa,2,36.050705,-95.954215,37
2017,207582,oral roberts university,21,ok,7777 s lewis ave.,tulsa,2,36.049129,-95.952547,44
2018,207582,oral roberts university,21,ok,7777 s lewis ave.,tulsa,2,36.049129,-95.952547,34
2019,207582,oral roberts university,21,ok,7777 s lewis ave.,tulsa,2,36.049129,-95.952547,39
2020,207582,oral roberts university,21,ok,7777 s lewis ave.,tulsa,2,36.049129,-95.952547,48
2021,207582,oral roberts university,21,ok,7777 s lewis ave.,tulsa,2,36.049129,-95.952547,47
2022,207582,oral roberts university,21,ok,7777 s lewis ave.,tulsa,2,36.049129,-95.952547,35
2023,207582,oral roberts university,21,ok,7777 s lewis ave.,tulsa,2,36.049129,-95.952547,42
2002,207661,rogers state university,40,ok,1701 w will rogers blvd,claremore,1,36.31855,-95.630662,0
2003,207661,rogers state university,40,ok,1701 w will rogers blvd,claremore,1,36.31855,-95.630662,0
2004,207661,rogers state university,40,ok,1701 w will rogers blvd,claremore,1,36.31855,-95.630662,0
2005,207661,rogers state university,40,ok,1701 w will rogers blvd,claremore,1,36.31855,-95.630662,0
2006,207661,rogers state university,40,ok,1701 w will rogers blvd,claremore,1,36.31855,-95.630662,0
2007,207661,rogers state university,40,ok,1701 w will rogers blvd,claremore,1,36.31855,-95.630662,0
2008,207661,rogers state university,40,ok,1701 w will rogers blvd,claremore,1,36.31855,-95.630662,0
2009,207661,rogers state university,40,ok,1701 w will rogers blvd,claremore,1,36.31855,-95.630662,1
2010,207661,rogers state university,40,ok,1701 w will rogers blvd,claremore,1,36.31853,-95.630652,1
2011,207661,rogers state university,40,ok,1701 w will rogers blvd,claremore,1,36.319609,-95.635739,13
2012,207661,rogers state university,40,ok,1701 w will rogers blvd,claremore,1,36.319609,-95.635739,15
2013,207661,rogers state university,40,ok,1701 w will rogers blvd,claremore,1,36.319609,-95.635739,26
2014,207661,rogers state university,40,ok,1701 w will rogers blvd,claremore,1,36.319609,-95.635739,25
2015,207661,rogers state university,40,ok,1701 w will rogers blvd,claremore,1,36.319609,-95.635739,25
2016,207661,rogers state university,40,ok,1701 w will rogers blvd,claremore,1,36.321437,-95.635718,24
2017,207661,rogers state university,40,ok,1701 w will rogers blvd,claremore,1,36.321437,-95.635718,37
2018,207661,rogers state university,40,ok,1701 w will rogers blvd,claremore,1,36.321437,-95.635718,52
2019,207661,rogers state university,40,ok,1701 w will rogers blvd,claremore,1,36.321437,-95.635718,21
2020,207661,rogers state university,40,ok,1701 w will rogers blvd,claremore,1,36.321437,-95.635718,30
2021,207661,rogers state university,40,ok,1701 w will rogers blvd,claremore,1,36.321437,-95.635718,89
2022,207661,rogers state university,40,ok,1701 w will rogers blvd,claremore,1,36.321437,-95.635718,154
2023,207661,rogers state university,40,ok,1701 w will rogers blvd,claremore,1,36.321437,-95.635718,52
2002,207865,southwestern oklahoma state university,21,ok,100 campus dr,weatherford,1,35.534767,-98.707749,29
2003,207865,southwestern oklahoma state university,21,ok,100 campus dr,weatherford,1,35.534767,-98.707749,33
2004,207865,southwestern oklahoma state university,21,ok,100 campus dr,weatherford,1,35.534767,-98.707749,32
2005,207865,southwestern oklahoma state university,21,ok,100 campus dr,weatherford,1,35.534767,-98.707749,41
2006,207865,southwestern oklahoma state university,21,ok,100 campus dr,weatherford,1,35.534767,-98.707749,38
2007,207865,southwestern oklahoma state university,21,ok,100 campus dr,weatherford,1,35.534767,-98.707749,41
2008,207865,southwestern oklahoma state university,21,ok,100 campus dr,weatherford,1,35.534767,-98.707749,32
2009,207865,southwestern oklahoma state university,21,ok,100 campus dr,weatherford,1,35.534767,-98.707749,39
2010,207865,southwestern oklahoma state university,21,ok,100 campus dr,weatherford,1,35.534747,-98.707724,50
2011,207865,southwestern oklahoma state university,21,ok,100 campus dr,weatherford,1,35.534609,-98.707964,61
2012,207865,southwestern oklahoma state university,21,ok,100 campus dr,weatherford,1,35.534609,-98.707964,93
2013,207865,southwestern oklahoma state university,21,ok,100 campus dr,weatherford,1,35.534609,-98.707964,88
2014,207865,southwestern oklahoma state university,21,ok,100 campus dr,weatherford,1,35.534609,-98.707964,126
2015,207865,southwestern oklahoma state university,21,ok,100 campus dr,weatherford,1,35.534609,-98.707964,128
2016,207865,southwestern oklahoma state university,21,ok,100 campus dr,weatherford,1,35.534609,-98.707964,181
2017,207865,southwestern oklahoma state university,21,ok,100 campus dr,weatherford,1,35.535281,-98.707768,176
2018,207865,southwestern oklahoma state university,21,ok,100 campus dr,weatherford,1,35.535281,-98.707768,217
2019,207865,southwestern oklahoma state university,21,ok,100 campus dr,weatherford,1,35.535281,-98.707768,231
2020,207865,southwestern oklahoma state university,21,ok,100 campus dr,weatherford,1,35.535281,-98.707768,201
2021,207865,southwestern oklahoma state university,21,ok,100 campus dr,weatherford,1,35.535281,-98.707768,175
2022,207865,southwestern oklahoma state university,21,ok,100 campus dr,weatherford,1,35.535281,-98.707768,192
2023,207865,southwestern oklahoma state university,21,ok,100 campus dr,weatherford,1,35.535281,-98.707768,222
2002,207971,university of tulsa,16,ok,600 s college ave,tulsa,2,36.150642983098,-95.946207933724,18
2003,207971,university of tulsa,16,ok,600 s college ave,tulsa,2,36.150642983098,-95.946207933724,18
2004,207971,university of tulsa,16,ok,600 s college ave,tulsa,2,36.150642983098,-95.946207933724,12
2005,207971,university of tulsa,16,ok,600 s college ave,tulsa,2,36.150642983098,-95.946207933724,16
